S.NO,PRICE,ADDRESS,AREA,LATITUDE,LONGITUDE,BEDROOMS,BATHROOMS,BALCONY,STATUS,NEWOROLD,PARKING,FURNISHED_STATUS,LIFT,LANDMARKS,TYPE_OF_BUILDING,PRICE_SQFT,AREA_TYPE,Zone_Raw
113,9900000,"Sector 90, Gurugram, Haryana 122505, Sector 90, Gurgaon, Delhi NCR",1760,28.407361,76.93426176,3,2,4,Ready to Move,Resale,1,Semi-Furnished,3,Near HP petrol pump,Flat,5625,Very Large,Gurgaon
114,7000000,"Sanjiv Malhotra D-2, 208/209, Ground Floor Sector-11, Rohin, New Delhi- 110085, Sector 11 Rohini, New Delhi - Rohini, Delhi NCR",559,28.7295315,77.106949,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Individual House,12522.36136,Small,New Delhi - Rohini
115,5150000,"Sector 143, Noida, Sector 143, Noida, Delhi NCR",1234,28.500621,77.424203,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near by Gulshan Ikebana sector 143 Noida,Flat,4173.419773,Medium,Noida
116,7500000,"Paschim Vihar, New Delhi, Paschim Vihar, New Delhi - West, Delhi NCR",700,28.66287399,77.09776702,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Opposite shiv Mandir,Flat,10714.28571,Small,New Delhi - West
117,2630000,"415  81High street mall sector 81 not pull greater Faridabad, Sector 81, Faridabad, Delhi NCR",750,28.3924408,77.34424591,3,2,2,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Flat,3506.666667,Small,Faridabad
118,4600000,"Uttam Nagar West, New Delhi - West, Delhi NCR",1000,28.618239,77.054361,3,2,2,Under Construction,New Property,1,Semi-Furnished,1,Not Mentioned,Flat,4600,Medium,New Delhi - West
119,7500000,"G Tower, Amrapali Sapphire Phase I, Sector 45, Noida, Delhi NCR",1390,28.548787,77.346032,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,"Close to Delhi Border & Mahamaya Bridge, Botanical garden Metro",Flat,5395.683453,Large,Noida
120,7000000,"Sector 69, Gurgaon, Sector 69, Gurgaon, Delhi NCR",1326,28.397731,77.036526,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,"Close to Golf link extn road, Tata Primanti 46 floor",Flat,5279.034691,Large,Gurgaon
121,5800000,"Sector 129, Noida, Delhi NCR",1270,28.524543,77.364765,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4566.929134,Large,Noida
122,5200000,"Sector 143, Noida, Delhi NCR",1175,28.500621,77.424203,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4425.531915,Medium,Noida
123,26000000,"Sector 128 Noida, Sector 128, Noida, Delhi NCR",3755,28.52798043,77.354191,4,6,2,Ready to Move,New Property,2,Semi-Furnished,5,Axis Bank,Flat,6924.101198,Very Large,Noida
124,20000000,"DLF Capital Greens Phase 1, Moti Nagar, New Delhi - West, Delhi NCR",1650,28.666059,77.150134,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,near kirti Nagar and punjabi bagh,Flat,12121.21212,Large,New Delhi - West
125,3200000,"895., Mehrauli, New Delhi - South, Delhi NCR",800,28.5201861,77.179158,2,2,1,Ready to Move,New Property,1,Unfurnished,2,"Near y by chhatarpur metro station ,park,Bank Atm, Gym.",Flat,4000,Small,New Delhi - South
126,8500000,"Near Dashmesh Hospital, Jail Road, Shiv Nagar, New Delhi - West, Delhi NCR",1100,28.6288025,77.0958556,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,7727.272727,Medium,New Delhi - West
127,4320000,"Sector 67, Gurgaon, Delhi NCR",800,28.38762,77.06237,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5400,Small,Gurgaon
128,6710000,"Vasundhara, Ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",1180,28.65493,77.350989,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near by  silver spoon banquet hall ghaziabad.,Flat,5686.440678,Medium,Ghaziabad
129,16900000,"firstfloor, Sushant Lok 1 Block C, Gurgaon, Delhi NCR",1935,28.45451736,77.08187103,3,4,2,Ready to Move,Resale,2,Semi-Furnished,1,The property is close to HUDA metro and marriot hotel .walking distance to shopping marts,Flat,8733.850129,Very Large,Gurgaon
130,12500000,"Sec 30, Near N M C hospital, Noida, Ram Vihar, Noida, Delhi NCR",1800,28.576661,77.339673,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6944.444444,Very Large,Noida
131,5000000,"Unitech Unihomes, Tower A1, Sector-117, Noida, Sector 117, Noida, Delhi NCR",1200,28.57763481,77.39510345,3,2,3,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,4166.666667,Medium,Noida
132,12000000,"Lajpat Nagar, New Delhi, Lajpat Nagar 4, New Delhi - South, Delhi NCR",1250,28.564363,77.24171,2,2,2,Ready to Move,Resale,2,Semi-Furnished,0,mool chand metro station,Flat,9600,Medium,New Delhi - South
133,2700000,"Plot Number 6 Flat number 101  Hans enclave Gurgaon, Hans Enclave, Gurgaon, Delhi NCR",770,28.49746704,77.02709961,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,near Rajiv Chowk,Flat,3506.493506,Small,Gurgaon
134,11000000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1200,28.6017251,77.3178069,3,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,9166.666667,Medium,New Delhi - East
135,14000000,"Row House, Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",2500,28.51766396,77.07933044,5,5,2,Ready to Move,Resale,3,Furnished,2,"The property is 50 Yards from Delhi Gurgaon border.Nearest to IGI airport (8 km),Dwarka (7 Km and Dhaula Kuan (12 km). NH-8 toll point  is  1 km Udyog Vihar Phase 1 is less than a km.Udyog vihar phase 1 ,Gurgaon  is turning into a a very big commercial complex having call centres and MNC offices.Corporate presence is on increase",Flat,5600,Very Large,Gurgaon
136,7500000,"Sector 37D, Gurgaon, Delhi NCR",1675,28.446568,76.968477,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4477.61194,Very Large,Gurgaon
137,12000000,"4a/301, Sector 85, Gurgaon, Delhi NCR",2520,28.406684,76.952289,4,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4761.904762,Very Large,Gurgaon
138,4100000,"Noida-Greater Noida Expy, Sector 134, Noida, Uttar Pradesh, Sector 134, Noida, Delhi NCR",1000,28.503955,77.384451,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Sector 134,Flat,4100,Medium,Noida
139,3790000,"Wave Floor Sec- 2, Wave City N.H. - 24 Ghaziabad, Wave City, Ghaziabad, Delhi NCR",1310,28.646836,77.508238,2,3,2,Ready to Move,New Property,1,Semi-Furnished,0,Columbia Asia Hospital - Ghaziabad,Flat,2893.129771,Large,Ghaziabad
140,5200000,"Indirapuram, Nyay Khand 1, Ghaziabad, Delhi NCR",1065,28.63350296,77.43159485,2,2,3,Ready to Move,Resale,2,Semi-Furnished,3,Near Sai Baba Mandir,Flat,4882.629108,Medium,Ghaziabad
141,12500000,"Sector 70A, Gurgaon, Delhi NCR",1830,28.385432,77.017122,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6830.601093,Very Large,Gurgaon
142,15200000,"Sector 48, Gurgaon, Delhi NCR",2268,28.41492081,77.03590393,3,3,2,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,6701.940035,Very Large,Gurgaon
143,10500000,"Sector 80, Gurgaon, Sector 80, Gurgaon, Delhi NCR",1821,28.37561513,76.95761609,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5766.062603,Very Large,Gurgaon
144,4000000,"Yamuna Expressway, Greater Noida, Delhi NCR",1115,28.309616,77.55859,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3587.443946,Medium,Greater Noida
145,3330000,"Sector 137, Noida, Delhi NCR",825,28.505584,77.410762,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4036.363636,Small,Noida
146,17000000,"Niti Khand  1 Indirapuram Ghaziabad, Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",3500,28.63601494,77.43365479,4,3,2,Ready to Move,Resale,1,Semi-Furnished,1,Cambridge School,Flat,4857.142857,Very Large,Ghaziabad
147,3600000,"Plot No.1, Gadaipur, Mehrauli-Mandi Road, Gadaipur, New Delhi - South, Delhi NCR",750,28.4826489,77.1600563,2,2,2,Ready to Move,Resale,1,Semi-Furnished,1,The property is about 3km from Chattarpur Metro and Sultanpur Metro.,Flat,4800,Small,New Delhi - South
148,4500000,"sector 2, Rajendra Nagar, Ghaziabad, Delhi NCR",1250,28.68176651,77.36365509,3,2,1,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Flat,3600,Medium,Ghaziabad
149,5500000,"I block - 21069, Noida Extension, Noida, Delhi NCR",1375,28.616204,77.422256,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4000,Large,Noida
150,24500000,"Sector 60, Gurgaon, Delhi NCR",2797,28.400064,77.0959513,4,4,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,8759.385055,Very Large,Gurgaon
151,45000000,"Sector 42, Gurgaon, Delhi NCR",9000,28.45846939,77.10864258,10,10,10,Ready to Move,Resale,10,Unfurnished,2,"Shiv nadar school , golf course road.",Flat,5000,Very Large,Gurgaon
152,5000000,"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",1470,28.663705,77.470854,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3401.360544,Large,Ghaziabad
153,12500000,"Sector 17, Faridabad, Delhi NCR",3150,28.40966797,77.33113861,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3968.253968,Very Large,Faridabad
154,7400000,"Vasundhara, Ghaziabad, Delhi NCR",1530,28.655782,77.3527833,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near country inn Hotel,Flat,4836.601307,Large,Ghaziabad
155,4100000,"H.No. 18A, Adarsh Nagar, Nandgram, Ghaziabad, Nand Gram, Ghaziabad, Delhi NCR",1200,28.69149399,77.40766907,3,2,2,Ready to Move,Resale,1,Furnished,2,behind A block,Flat,3416.666667,Medium,Ghaziabad
156,16000000,"Dwarka Sector 22, New Delhi, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",1750,28.5593993,77.0596789,3,2,3,Ready to Move,Resale,2,Semi-Furnished,2,Near metro station sector-21,Flat,9142.857143,Very Large,New Delhi - Dwarka
157,3250000,"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.70019204,77.427474,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,VVIP Adress,Individual House,3095.238095,Medium,Ghaziabad
158,5500000,"2 Floor, Sector 16A, Faridabad, Delhi NCR",1100,28.4088605,77.314687,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near By Metro Hospital,Flat,5000,Medium,Faridabad
159,9000000,"Sector 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1815,28.455376,76.97621181,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4958.677686,Very Large,Gurgaon
160,17500000,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",1600,28.66605949,77.15013123,3,2,3,Ready to Move,Resale,1,Unfurnished,4,near- CTC mall,Individual House,10937.5,Large,New Delhi - West
161,9900000,"Faridabad, Faridabad, Delhi NCR",1650,28.48146057,77.31151581,4,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6000,Large,Faridabad
162,8500000,"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1460,28.63822365,77.3663559,3,3,3,Ready to Move,Resale,1,Semi-Furnished,3,Shipra Mall,Flat,5821.917808,Large,Ghaziabad
163,5890000,"Shakti Khand 2, Shakti Khand 2, Ghaziabad, Delhi NCR",1150,28.64673996,77.37094879,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,"Near Swarn Jayanti park, Cambridge school and Omaxe plaza",Flat,5121.73913,Medium,Ghaziabad
164,9000000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1800,28.646093,77.384003,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,DPS school,Flat,5000,Very Large,Ghaziabad
165,24000000,"Cgu061., Kirti Nagar, New Delhi - West, Delhi NCR",1632,28.666059,77.150134,3,3,3,Ready to Move,Resale,1,Semi-Furnished,3,"Location AdvantageDLF Capital Greens located at Moti Nagar, Shivaji",Flat,14705.88235,Large,New Delhi - West
166,12000000,"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1850,28.548787,77.346032,3,4,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6486.486486,Very Large,Noida
167,6400000,"GA 703 Assotech Windsor court Sector 78Noida, Sector 78, Noida, Delhi NCR",1390,28.56118696,77.3865692,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Near by Sector 76 metro station Noida,Flat,4604.316547,Large,Noida
168,33000000,"Golf course Extension Road, Gurgaon, Sector 66, Gurgaon, Delhi NCR",3699,28.401255,77.053437,4,4,3,Ready to Move,New Property,2,Semi-Furnished,3,Not Mentioned,Individual House,8921.330089,Very Large,Gurgaon
169,10000000,"Second Floor Villa 83 Block III Charmwood Village, Charmwood Village, Faridabad, Delhi NCR",1908,28.4913752,77.2908548,4,3,1,Ready to Move,Resale,1,Semi-Furnished,2,Near by HDFC Bank,Individual House,5241.090147,Very Large,Faridabad
170,8500000,"Sector 75, Noida, Sector 75, Noida, Delhi NCR",1550,28.57844059,77.38140753,3,2,3,Ready to Move,Resale,1,Semi-Furnished,3,Not Mentioned,Flat,5483.870968,Large,Noida
171,7400000,"Sector 143B, Noida, Uttar Pardes, Sector 143 B, Noida, Delhi NCR",1480,28.495486,77.25219,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5000,Large,Noida
172,4300000,"151., Indirapuram, Ghaziabad, Delhi NCR",968,28.6493479,77.3696259,3,2,1,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,4442.14876,Small,Ghaziabad
173,5800000,"Sector 143A, Noida, Delhi NCR",1150,28.4992485,77.42980194,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5043.478261,Medium,Noida
174,9000000,"Sector 35 Sohna, Gurgaon, Delhi NCR",1750,28.283682,77.047379,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5142.857143,Very Large,Gurgaon
175,3500000,"Upper Ground Floor Plot Number 101 Lane No 6  Dwarka Mor Delhi West Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",800,28.63477325,77.04909515,3,2,1,Ready to Move,New Property,1,Unfurnished,2,Near Dwarka mod metro station,Flat,4375,Small,New Delhi - West
176,12500000,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.57751279,77.04253534,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,"Opp. OPG World School, Near Sant Nirankari Chowk",Flat,7352.941176,Very Large,New Delhi - Dwarka
177,6200000,"Flat no. 1404 Floor 14th Tower Peace  Wing B Sikka Karni Green Sector 78 Noida, Sector 78, Noida, Delhi NCR",1210,28.5604873,77.384084,2,3,3,Ready to Move,Resale,1,Semi-Furnished,3,Near Sector 76 and Sector 100 Metro station Noida,Flat,5123.966942,Medium,Noida
178,2550000,"Swaroop garden gurgaon, Rajendra Park, Gurgaon, Delhi NCR",540,28.49748611,77.02713013,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,near Rajendra park police station,Flat,4722.222222,Small,Gurgaon
179,6000000,"Rr 9 top floor, naveen shahdara., Naveen Shahdara, New Delhi - East, Delhi NCR",1100,28.6761322,77.28523254,2,2,1,Ready to Move,Resale,1,Furnished,2,opp shahdra metro station,Flat,5454.545455,Medium,New Delhi - East
180,11000000,"Mahindra Aura, Sector 110 A, Sector 110A, Gurgaon, Delhi NCR",1610,28.513139,77.025952,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6832.298137,Large,Gurgaon
181,11000000,"Indirapuram, Ghaziabad, Delhi NCR",2245,28.64859324,77.37943921,4,3,2,Ready to Move,Resale,1,Semi-Furnished,2,wow palace banquet hall,Individual House,4899.777283,Very Large,Ghaziabad
182,4100000,"E 55B Vishwakarma Colony MB Road New Delhi 110044, Vishwakarma Colony, New Delhi - South, Delhi NCR",900,28.52402496,77.21276093,3,2,1,Ready to Move,New Property,1,Furnished,1,Near Indian Oil Petrol Pump,Flat,4555.555556,Small,New Delhi - South
183,9300000,"FLAT NO.301FLOOR-3RDBlock-HSECTOR 78-79MAPSKOMOUNTIVILLEGURGAON, Sector 79, Gurgaon, Delhi NCR",1490,28.37423557,76.95241631,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6241.610738,Large,Gurgaon
184,7500000,"342 Durgapuri Extension Delhi India, Durgapuri Extension, New Delhi - East, Delhi NCR",1250,28.68654251,77.29959869,3,2,2,Ready to Move,Resale,2,Semi-Furnished,1,nearby Kala niketan school,Flat,6000,Medium,New Delhi - East
185,4500000,"flat no 1203 Paras seasons 168 Noida, Sector 168, Noida, Delhi NCR",1130,28.49629327,77.40851995,3,2,2,Ready to Move,New Property,1,Semi-Furnished,2,Near by The Golden palm sector 168 Noida,Flat,3982.300885,Medium,Noida
186,9400000,"15051., Sector 150, Noida, Delhi NCR",1625,28.42491581,77.486721,3,2,3,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Individual House,5784.615385,Large,Noida
187,3400000,"Lg3/78., Sector 6 Vaishali, Ghaziabad, Delhi NCR",900,28.6485885,77.3533389,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3777.777778,Small,Ghaziabad
188,7000000,"Delhi., Subhash Park-Shahdara, New Delhi - East, Delhi NCR",1008,28.68657303,77.29962921,3,2,1,Ready to Move,Resale,2,Semi-Furnished,1,Nearby Shanti nursing home,Flat,6944.444444,Medium,New Delhi - East
189,22500000,"Kalkaji, New Delhi - South, Delhi NCR",1900,28.54366493,77.25489807,3,3,2,Ready to Move,Resale,1,Unfurnished,2,"L Block Gurudwara, NGF Tiny Tot School",Flat,11842.10526,Very Large,New Delhi - South
190,20000000,"D 1001 BPTP Freedom Park Life Sector 57 Gurgaon, Sector 57, Gurgaon, Delhi NCR",2428,28.42343946,77.06910666,3,4,3,Ready to Move,Resale,2,Semi-Furnished,3,Near By Artemis Hospital,Flat,8237.23229,Very Large,Gurgaon
191,9700000,"C-177, First Floot, Kendriya Vihar, Sector 56, Gurgaon, Kendriya Vihar, Gurgaon, Delhi NCR",1250,28.42451064,77.10132459,3,2,2,Ready to Move,Resale,2,Semi-Furnished,0,Nearest metro station is Sector 56 which is less than 1 km away.,Individual House,7760,Medium,Gurgaon
192,13500000,"601., Sector 21C, Faridabad, Delhi NCR",2800,28.43034935,77.29561615,4,4,2,Ready to Move,Resale,7,Furnished,1,Near to Asian Hospital and Park Plaza Hotel,Flat,4821.428571,Very Large,Faridabad
193,4500000,"Near Andolan Park, Canara Bank, Savitri Nagar Village, New Delhi - South, Delhi NCR",800,28.539814,77.21868134,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5625,Small,New Delhi - South
194,2650000,"Shivani enclave old palam road kakrola dwarka., Kakrola, New Delhi - Dwarka, Delhi NCR",608,28.63474274,77.04910278,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Near MBD school,Flat,4358.552632,Small,New Delhi - Dwarka
195,2900000,"Bhopura, Ghaziabad, Delhi NCR",965,28.728555,77.337353,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3005.181347,Small,Ghaziabad
196,7000000,"Sector 119, Noida, Delhi NCR",1256,28.58986171,77.40343376,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5573.248408,Large,Noida
197,79000000,"Sector 53 Vipul Belmonte  Golf Course Road Gurgaon  Flat no.1402 Tower 2, Sector 53, Gurgaon, Delhi NCR",7200,28.44073838,77.10126474,5,6,4,Ready to Move,Resale,3,Semi-Furnished,2,Near by IBIS Hospital,Flat,10972.22222,Very Large,Gurgaon
198,6040000,"Raj Nagar Extension, NH 58, Ghaziabad, Uttar Pradesh, India., Raj Nagar, Ghaziabad, Delhi NCR",1341,28.682107,77.4465784,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,"raj nagar extension, NH-58",Flat,4504.101417,Large,Ghaziabad
199,22000000,"Sector 27, Greater Noida, Noida, Uttar Pradesh, Sector 27, Greater Noida, Delhi NCR",2835,28.470149,77.535673,4,5,4,Ready to Move,Resale,2,Unfurnished,2,"Next to Jaypee Golf Residences, Near YMCA Greens , opp Eldeco",Individual House,7760.141093,Very Large,Greater Noida
200,3000000,"Laxmi Nagar, New Delhi - East, Delhi NCR",630,28.68641663,77.29958344,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Nearby Nirman Viahr Metro Station,Flat,4761.904762,Small,New Delhi - East
201,23500000,"Golf Course Road, Gurgaon, Golf Course Road, Gurgaon, Delhi NCR",2985,28.441368,77.098124,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,7872.696817,Very Large,Gurgaon
202,15000000,"Sector 75, Noida, Sector 75, Noida, Delhi NCR",2550,28.5750243,77.3803,4,4,5,Ready to Move,Resale,2,Semi-Furnished,2,Near Sector 50 Metro Station,Flat,5882.352941,Very Large,Noida
203,11000000,"Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",1510,28.3930662,77.022442,3,2,4,Ready to Move,Resale,1,Semi-Furnished,2,"Near Tata Primanti , Sohna Road. 30 Min to Airport, 10 min to NH8",Flat,7284.768212,Large,Gurgaon
204,4500000,"janki puri, Uttam Nagar, New Delhi - West, Delhi NCR",1000,28.6212883,77.05307007,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4500,Medium,New Delhi - West
205,5000000,"sanskriti Vihar GC 16, C-16, Greater Noida, Delhi NCR",1205,28.453581,77.556221,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4149.377593,Medium,Greater Noida
206,4000000,"Gaur Green City 2, Avenue 16, Noida Extension Block D, Noida, Delhi NCR",1010,28.619028,77.425972,2,2,3,Ready to Move,Resale,1,Semi-Furnished,4,Noida Extension,Flat,3960.39604,Medium,Noida
207,6200000,"palam Village Delhi, Palam, New Delhi - Dwarka, Delhi NCR",950,28.63475037,77.0491333,3,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Near Ramfal Chowk,Flat,6526.315789,Small,New Delhi - Dwarka
208,9800000,"Sector 37D, Gurgaon, Delhi NCR",1765,28.4460523,76.9772858,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5552.407932,Very Large,Gurgaon
209,6600000,"Sector 76, Noida, Delhi NCR",1455,28.5684777,77.3775,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Metro Station Sec-78,Flat,4536.082474,Large,Noida
210,5500000,"Sector 15 Dwarka, New Delhi - Dwarka, Delhi NCR",1000,28.615032,77.0290715,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5500,Medium,New Delhi - Dwarka
211,14000000,"1162., Sector 57, Gurgaon, Delhi NCR",1750,28.4215541,77.0780609,3,4,2,Ready to Move,Resale,10,Semi-Furnished,1,Not Mentioned,Flat,8000,Very Large,Gurgaon
